Category,Repos,file_type,total_size,total_number,perc_size,perc_num
Model,ultralytics/yolov3,lib,9159896,1,0.0381,0.0005
Model,ultralytics/yolov3,cache,8708073,1,0.0362,0.0005
Model,ultralytics/yolov3,cache,8678728,1,0.0361,0.0005
Model,ultralytics/yolov3,lib,8567304,1,0.0357,0.0005
Model,ultralytics/yolov3,.tsv,34256772,4,0.1426,0.0019
Model,ultralytics/yolov3,ninja,15598112,2,0.0649,0.001
Model,ultralytics/yolov3,.mgc,17434608,3,0.0726,0.0014
Model,ultralytics/yolov3,bin,5664800,1,0.0236,0.0005
Model,ultralytics/yolov3,bin,5659952,1,0.0236,0.0005
Model,ultralytics/yolov3,Makefile,5541888,1,0.0231,0.0005
Model,ultralytics/yolov3,bin,5533504,1,0.023,0.0005
Model,ultralytics/yolov3,rg,9830016,2,0.0409,0.001
Model,ultralytics/yolov3,lib,4589000,1,0.0191,0.0005
Model,ultralytics/yolov3,.74cf844f32c3228a619e.1,8873468,2,0.0369,0.001
Model,ultralytics/yolov3,.4d56d8a74685f09ed4a6.1,8820184,2,0.0367,0.001
Model,ultralytics/yolov3,dlprof,3961896,2,0.0165,0.001
Model,ultralytics/yolov3,.8986c1867721f77486dc.1.2,7602018,2,0.0316,0.001
Model,ultralytics/yolov3,lib,3746232,1,0.0156,0.0005
Model,ultralytics/yolov3,lib,3646616,1,0.0152,0.0005
Model,ultralytics/yolov3,bin,2906824,1,0.0121,0.0005
Model,ultralytics/yolov3,x86_64-conda_cos6-linux-gnu-ld,5484752,2,0.0228,0.001
Model,ultralytics/yolov3,x86_64-conda-linux-gnu-ld,5484752,2,0.0228,0.001
Model,ultralytics/yolov3,lib,2586864,1,0.0108,0.0005
Model,ultralytics/yolov3,lib,2500192,1,0.0104,0.0005
Model,ultralytics/yolov3,Goland,4738017,15,0.0197,0.0072
Model,ultralytics/yolov3,bin,2312584,1,0.0096,0.0005
Model,ultralytics/yolov3,bin,2312584,1,0.0096,0.0005
Model,ultralytics/yolov3,bin,2264904,1,0.0094,0.0005
Model,ultralytics/yolov3,bin,2264760,1,0.0094,0.0005
Model,ultralytics/yolov3,bin,2262656,1,0.0094,0.0005
Model,ultralytics/yolov3,bin,2262472,1,0.0094,0.0005
Model,ultralytics/yolov3,bin,2261000,1,0.0094,0.0005
Model,ultralytics/yolov3,bin,2256888,1,0.0094,0.0005
Model,ultralytics/yolov3,bin,2256360,1,0.0094,0.0005
Model,ultralytics/yolov3,bin,2256160,1,0.0094,0.0005
Model,ultralytics/yolov3,bin,2254424,1,0.0094,0.0005
Model,ultralytics/yolov3,bin,2253584,1,0.0094,0.0005
Model,ultralytics/yolov3,bin,2244680,1,0.0093,0.0005
Model,ultralytics/yolov3,bin,2244544,1,0.0093,0.0005
Model,ultralytics/yolov3,bin,2242432,1,0.0093,0.0005
Model,ultralytics/yolov3,bin,2242248,1,0.0093,0.0005
Model,ultralytics/yolov3,bin,2240776,1,0.0093,0.0005
Model,hanxiao/bert-as-service,cache,83122120,1,0.0001,0.0023
Model,hanxiao/bert-as-service,.5m.1,62756762,5,0.0,0.0113
Model,hanxiao/bert-as-service,.a,25880478,1,0.0,0.0023
Model,hanxiao/bert-as-service,cc1,43377072,3,0.0,0.0068
Model,hanxiao/bert-as-service,lib,20055416,1,0.0,0.0023
Model,hanxiao/bert-as-service,ELF/COFF,3330233450,1565,0.0024,3.5472
Model,hanxiao/bert-as-service,bin,16199744,1,0.0,0.0023
Model,hanxiao/bert-as-service,bin,11813776,1,0.0,0.0023
Model,hanxiao/bert-as-service,bin,10208515,1,0.0,0.0023
Model,hanxiao/bert-as-service,bin,7966464,1,0.0,0.0023
Model,hanxiao/bert-as-service,bin,7844816,1,0.0,0.0023
Model,hanxiao/bert-as-service,lib,4547880,1,0.0,0.0023
Model,hanxiao/bert-as-service,bin,4545672,1,0.0,0.0023
Model,hanxiao/bert-as-service,bin,4464400,1,0.0,0.0023
Model,hanxiao/bert-as-service,bin,4130872,1,0.0,0.0023
Model,hanxiao/bert-as-service,Goland,5844784,4,0.0,0.0091
Model,hanxiao/bert-as-service,bin,2916856,1,0.0,0.0023
Model,hanxiao/bert-as-service,bin,2724592,1,0.0,0.0023
Model,hanxiao/bert-as-service,bin,2724592,1,0.0,0.0023
Model,hanxiao/bert-as-service,archive,11968364,1608,0.0,3.6447
Model,hanxiao/bert-as-service,systemd,3210089,3,0.0,0.0068
Model,hanxiao/bert-as-service,/sbin/init,1632744,1,0.0,0.0023
Model,hanxiao/bert-as-service,lib,1514422,1,0.0,0.0023
Model,hanxiao/bert-as-service,systemd-analyze,1491036,2,0.0,0.0045
Model,hanxiao/bert-as-service,cache,1324453,1,0.0,0.0023
Model,hanxiao/bert-as-service,ld,5356936,3,0.0,0.0068
Model,hanxiao/bert-as-service,.bfd,2440080,2,0.0,0.0045
Model,hanxiao/bert-as-service,bin,1220040,1,0.0,0.0023
Model,hanxiao/bert-as-service,bin,1147232,1,0.0,0.0023
Model,hanxiao/bert-as-service,bash,1037878,3,0.0,0.0068
Model,hanxiao/bert-as-service,bin,1037528,1,0.0,0.0023
Model,hanxiao/bert-as-service,/sbin/ldconfig.real,996512,1,0.0,0.0023
Model,hanxiao/bert-as-service,lib,855296,1,0.0,0.0023
Model,hanxiao/bert-as-service,lib,771824,1,0.0,0.0023
Model,hanxiao/bert-as-service,lib,724912,1,0.0,0.0023
Model,hanxiao/bert-as-service,halt,723166,3,0.0,0.0068
Model,hanxiao/bert-as-service,reboot,722405,2,0.0,0.0045
Model,hanxiao/bert-as-service,/sbin/telinit,721744,1,0.0,0.0023
Model,hanxiao/bert-as-service,/sbin/shutdown,721744,1,0.0,0.0023
Model,hanxiao/bert-as-service,/sbin/runlevel,721744,1,0.0,0.0023
Model,hanxiao/bert-as-service,/sbin/poweroff,721744,1,0.0,0.0023
Model,hanxiao/bert-as-service,networkctl,680747,2,0.0,0.0045
Model,hanxiao/bert-as-service,lib,671760,1,0.0,0.0023
Model,hanxiao/bert-as-service,systemctl,700199,4,0.0,0.0091
Model,hanxiao/bert-as-service,lib,618520,1,0.0,0.0023
Model,hanxiao/bert-as-service,bin,578104,1,0.0,0.0023
Model,hanxiao/bert-as-service,cache,570751,1,0.0,0.0023
Model,hanxiao/bert-as-service,journalctl,505058,2,0.0,0.0045
Model,hanxiao/bert-as-service,lib,491544,1,0.0,0.0023
Model,hanxiao/bert-as-service,bin,485184,1,0.0,0.0023
Model,qubvel/segmentation_models.pytorch,59289d1622a57731acff6181861325e771dee7a4ec15a9b349cab9fe,1563206874,2,21.9458,0.0053
Model,qubvel/segmentation_models.pytorch,e0e10909911e0df1655a24b1bd415152da29e54deb70bf12a8f4f769,1045706988,2,14.6806,0.0053
Model,qubvel/segmentation_models.pytorch,lto1,45002720,2,0.6318,0.0053
Model,qubvel/segmentation_models.pytorch,76c9a18bcdb385a35544540eb7db14b4a5f9986750a4b7d49b456fc4,26811612,2,0.3764,0.0053
Model,qubvel/segmentation_models.pytorch,c6a823c20bf33f0eaee904e1773f64f04858e00dd05150684a507b85,17673618,2,0.2481,0.0053
Model,qubvel/segmentation_models.pytorch,.mgc,29771136,6,0.418,0.016
Model,qubvel/segmentation_models.pytorch,Java,15428896,4,0.2166,0.0107
Model,qubvel/segmentation_models.pytorch,Goland,12460562,8,0.1749,0.0213
Model,qubvel/segmentation_models.pytorch,gold,6223904,2,0.0874,0.0053
Model,qubvel/segmentation_models.pytorch,x86_64-linux-gnu-gold,6223904,2,0.0874,0.0053
Model,qubvel/segmentation_models.pytorch,x86_64-linux-gnu-dwp,5773856,2,0.0811,0.0053
Model,qubvel/segmentation_models.pytorch,dwp,5773856,2,0.0811,0.0053
Model,qubvel/segmentation_models.pytorch,.basic,5350672,2,0.0751,0.0053
Model,qubvel/segmentation_models.pytorch,464781ef4d55537aa590edb54f9f995d10c1509a316ab0434d980321,4420262,2,0.0621,0.0053
Model,qubvel/segmentation_models.pytorch,ld,13357888,6,0.1875,0.016
Model,qubvel/segmentation_models.pytorch,.bfd,7133984,4,0.1002,0.0107
Model,qubvel/segmentation_models.pytorch,x86_64-linux-gnu-ld,3566992,2,0.0501,0.0053
Model,qubvel/segmentation_models.pytorch,LC_COLLATE,3033116,2,0.0426,0.0053
Model,qubvel/segmentation_models.pytorch,rbash,2227008,2,0.0313,0.0053
Model,qubvel/segmentation_models.pytorch,bash,2227708,6,0.0313,0.016
Model,qubvel/segmentation_models.pytorch,gcc,26852178,66,0.377,0.1759
Model,qubvel/segmentation_models.pytorch,.real,2050704,2,0.0288,0.0053
Model,qubvel/segmentation_models.pytorch,x86_64-linux-gnu-as,1834976,2,0.0258,0.0053
Model,qubvel/segmentation_models.pytorch,as,1834976,2,0.0258,0.0053
Model,qubvel/segmentation_models.pytorch,lto-wrapper,1827440,2,0.0257,0.0053
Model,qubvel/segmentation_models.pytorch,ea979433d5b106fd04cd23d8739a33c585dbe2ecb47dd49b3673c562,1675810,2,0.0235,0.0053
Model,qubvel/segmentation_models.pytorch,rlogin,1549324,6,0.0218,0.016
Model,qubvel/segmentation_models.pytorch,rsh,1652046,8,0.0232,0.0213
Model,qubvel/segmentation_models.pytorch,slogin,1455696,2,0.0204,0.0053
Model,qubvel/segmentation_models.pytorch,readelf,1192880,2,0.0167,0.0053
Model,qubvel/segmentation_models.pytorch,x86_64-linux-gnu-readelf,1192880,2,0.0167,0.0053
Model,qubvel/segmentation_models.pytorch,collect2,1171904,2,0.0165,0.0053
Model,qubvel/segmentation_models.pytorch,dirmngr,1092720,2,0.0153,0.0053
Model,qubvel/segmentation_models.pytorch,tar,847278,4,0.0119,0.0107
Model,qubvel/segmentation_models.pytorch,x86_64-linux-gnu-objdump,828512,2,0.0116,0.0053
Model,qubvel/segmentation_models.pytorch,objdump,828512,2,0.0116,0.0053
Model,qubvel/segmentation_models.pytorch,.a,70160352,84,0.985,0.2239
Model,qubvel/segmentation_models.pytorch,Gio-2.0.typelib,686904,2,0.0096,0.0053
Model,qubvel/segmentation_models.pytorch,localedef,677488,2,0.0095,0.0053
Model,qubvel/segmentation_models.pytorch,e2fsck,628160,2,0.0088,0.0053
Model,qubvel/segmentation_models.pytorch,Web,1007888,4,0.0141,0.0107
Model,qubvel/segmentation_models.pytorch,status-old,501514,2,0.007,0.0053
Model,qubvel/segmentation_models.pytorch,status,675444,4,0.0095,0.0107
Model,qubvel/segmentation_models.pytorch,find,476160,2,0.0067,0.0053
Model,qubvel/segmentation_models.pytorch,strip,471456,2,0.0066,0.0053
Model,qubvel/segmentation_models.pytorch,x86_64-linux-gnu-strip,471456,2,0.0066,0.0053
Model,qubvel/segmentation_models.pytorch,x86_64-linux-gnu-objcopy,471440,2,0.0066,0.0053
Model,qubvel/segmentation_models.pytorch,objcopy,471440,2,0.0066,0.0053
Model,qubvel/segmentation_models.pytorch,make,445584,2,0.0063,0.0053
Model,qubvel/segmentation_models.pytorch,debugfs,445376,2,0.0063,0.0053
Model,medipixel/rl_algorithms,bin,23034280,1,0.3602,0.0054
Model,medipixel/rl_algorithms,lib,21301200,1,0.3331,0.0054
Model,medipixel/rl_algorithms,bin,8890248,1,0.139,0.0054
Model,medipixel/rl_algorithms,bin,8092008,1,0.1265,0.0054
Model,medipixel/rl_algorithms,bin,7955808,1,0.1244,0.0054
Model,medipixel/rl_algorithms,bin,5094688,1,0.0797,0.0054
Model,medipixel/rl_algorithms,.mgc,14885568,3,0.2328,0.0163
Model,medipixel/rl_algorithms,bin,4833904,1,0.0756,0.0054
Model,medipixel/rl_algorithms,6m,131747806,11,2.0603,0.0597
Model,medipixel/rl_algorithms,bin,3136552,1,0.0491,0.0054
Model,medipixel/rl_algorithms,bin,3136552,1,0.0491,0.0054
Model,medipixel/rl_algorithms,bin,2911496,1,0.0455,0.0054
Model,medipixel/rl_algorithms,bin,2911496,1,0.0455,0.0054
Model,medipixel/rl_algorithms,bin,2671240,1,0.0418,0.0054
Model,medipixel/rl_algorithms,.patch,4878040,3,0.0763,0.0163
Model,medipixel/rl_algorithms,ld,6695352,3,0.1047,0.0163
Model,medipixel/rl_algorithms,.bfd,3558800,2,0.0557,0.0108
Model,medipixel/rl_algorithms,bin,1779400,1,0.0278,0.0054
Model,medipixel/rl_algorithms,lib,1516558,1,0.0237,0.0054
Model,medipixel/rl_algorithms,cache,1401879,1,0.0219,0.0054
Model,medipixel/rl_algorithms,bash,1113854,3,0.0174,0.0163
Model,medipixel/rl_algorithms,bin,1113504,1,0.0174,0.0054
Model,medipixel/rl_algorithms,/sbin/ldconfig.real,1025352,1,0.016,0.0054
Model,medipixel/rl_algorithms,bin,917488,1,0.0143,0.0054
Model,medipixel/rl_algorithms,bin,917488,1,0.0143,0.0054
Model,medipixel/rl_algorithms,lib,893240,1,0.014,0.0054
Model,medipixel/rl_algorithms,rlogin,774662,3,0.0121,0.0163
Model,medipixel/rl_algorithms,bin,727848,1,0.0114,0.0054
Model,medipixel/rl_algorithms,bin,596440,1,0.0093,0.0054
Model,medipixel/rl_algorithms,bin,596440,1,0.0093,0.0054
Model,medipixel/rl_algorithms,bin,581744,1,0.0091,0.0054
Model,medipixel/rl_algorithms,lib,577760,1,0.009,0.0054
Model,medipixel/rl_algorithms,bin,546360,1,0.0085,0.0054
Model,medipixel/rl_algorithms,tar,423639,2,0.0066,0.0108
Model,medipixel/rl_algorithms,libdevice.10.bc,841608,2,0.0132,0.0108
Model,medipixel/rl_algorithms,bin,414128,1,0.0065,0.0054
Model,medipixel/rl_algorithms,bin,414128,1,0.0065,0.0054
Model,medipixel/rl_algorithms,bin,397480,1,0.0062,0.0054
Model,medipixel/rl_algorithms,lib,343452,1,0.0054,0.0054
Model,medipixel/rl_algorithms,bin,338744,1,0.0053,0.0054
Model,medipixel/rl_algorithms,/sbin/e2fsck,314080,1,0.0049,0.0054
Model,medipixel/rl_algorithms,Data/ DB,23572289,1013,0.3686,5.4953
Model,medipixel/rl_algorithms,Web,503944,2,0.0079,0.0108
Model,medipixel/rl_algorithms,bin,238080,1,0.0037,0.0054
Model,medipixel/rl_algorithms,bin,235728,1,0.0037,0.0054
Model,medipixel/rl_algorithms,bin,235728,1,0.0037,0.0054
Model,medipixel/rl_algorithms,bin,235720,1,0.0037,0.0054
Model,medipixel/rl_algorithms,bin,235720,1,0.0037,0.0054
Model,medipixel/rl_algorithms,bin,222792,1,0.0035,0.0054
Model,medipixel/rl_algorithms,status,1846777,10,0.0289,0.0542
Model,alexandrainst/danlp,cc1,52075883,3,1.3745,0.0064
Model,alexandrainst/danlp,lib,24105064,1,0.6362,0.0021
Model,alexandrainst/danlp,.mgc,16084752,3,0.4245,0.0064
Model,alexandrainst/danlp,.Q16.1,11565596,10,0.3053,0.0213
Model,alexandrainst/danlp,PEP,415094794,7972,10.9561,16.9769
Model,alexandrainst/danlp,Data/ DB,4795349,1,0.1266,0.0021
Model,alexandrainst/danlp,Data/ DB,3552175,1,0.0938,0.0021
Model,alexandrainst/danlp,Goland,6261379,10,0.1653,0.0213
Model,alexandrainst/danlp,bin,3113472,1,0.0822,0.0021
Model,alexandrainst/danlp,bin,3113472,1,0.0822,0.0021
Model,alexandrainst/danlp,bin,2876160,1,0.0759,0.0021
Model,alexandrainst/danlp,bin,2876160,1,0.0759,0.0021
Model,alexandrainst/danlp,DOC,2839680,1,0.075,0.0021
Model,alexandrainst/danlp,.Q16.1.2.3.4,4014280,2,0.106,0.0043
Model,alexandrainst/danlp,Git,370243803,341,9.7723,0.7262
Model,alexandrainst/danlp,Data/ DB,2316226,1,0.0611,0.0021
Model,alexandrainst/danlp,Data/ DB,2286142,1,0.0603,0.0021
Model,alexandrainst/danlp,DOC,2024814,1,0.0534,0.0021
Model,alexandrainst/danlp,Data/ DB,1954289,1,0.0516,0.0021
Model,alexandrainst/danlp,DOC,1811093,1,0.0478,0.0021
Model,alexandrainst/danlp,.vec,1974103,5,0.0521,0.0106
Model,alexandrainst/danlp,ld,6683536,3,0.1764,0.0064
Model,alexandrainst/danlp,.bfd,3570064,2,0.0942,0.0043
Model,alexandrainst/danlp,bin,1785032,1,0.0471,0.0021
Model,alexandrainst/danlp,lib,1517626,1,0.0401,0.0021
Model,alexandrainst/danlp,pip,1354259,4,0.0357,0.0085
Model,alexandrainst/danlp,.Q16.1.2,4014280,2,0.106,0.0043
Model,alexandrainst/danlp,bin,1168776,1,0.0308,0.0021
Model,alexandrainst/danlp,C/C++,80919935,5599,2.1358,11.9234
Model,alexandrainst/danlp,Data/ DB,1053307,1,0.0278,0.0021
Model,alexandrainst/danlp,cache,1022897,1,0.027,0.0021
Model,alexandrainst/danlp,lib,975152,1,0.0257,0.0021
Model,alexandrainst/danlp,ldconfig,909105,2,0.024,0.0043
Model,alexandrainst/danlp,bin,893880,1,0.0236,0.0021
Model,alexandrainst/danlp,bin,893880,1,0.0236,0.0021
Model,alexandrainst/danlp,cache,884064,1,0.0233,0.0021
Model,alexandrainst/danlp,Data/ DB,787994,1,0.0208,0.0021
Model,alexandrainst/danlp,cache,775580,1,0.0205,0.0021
Model,alexandrainst/danlp,Font,9787224,45,0.2583,0.0958
Model,alexandrainst/danlp,Ssh/OpenSSh,3836692,18,0.1013,0.0383
Model,alexandrainst/danlp,bin,727848,1,0.0192,0.0021
Model,alexandrainst/danlp,gcc,14138630,34,0.3732,0.0724
Model,alexandrainst/danlp,lib,602328,1,0.0159,0.0021
Model,alexandrainst/danlp,bin,597056,1,0.0158,0.0021
Model,alexandrainst/danlp,bin,597056,1,0.0158,0.0021
Model,alexandrainst/danlp,.0-amd64.1,1034240,3,0.0273,0.0064
Model,alexandrainst/danlp,ip,584392,2,0.0154,0.0043
Model,alexandrainst/danlp,lib,579256,1,0.0153,0.0021
Model,alexandrainst/danlp,wh,585871,174,0.0155,0.3705
Model,alexandrainst/danlp,bin,566840,1,0.015,0.0021
Model,Ricardicus/recurrent-neural-net,cc1,48793216,3,10.7187,0.0339
Model,Ricardicus/recurrent-neural-net,lib,22501360,1,4.943,0.0113
Model,Ricardicus/recurrent-neural-net,Git,12111943,1,2.6607,0.0113
Model,Ricardicus/recurrent-neural-net,Node/js,16052315,16,3.5263,0.1809
Model,Ricardicus/recurrent-neural-net,Ubuntu,34949311,21,7.6775,0.2374
Model,Ricardicus/recurrent-neural-net,Goland,6223904,2,1.3672,0.0226
Model,Ricardicus/recurrent-neural-net,bin,3111952,1,0.6836,0.0113
Model,Ricardicus/recurrent-neural-net,bin,3111952,1,0.6836,0.0113
Model,Ricardicus/recurrent-neural-net,bin,2886928,1,0.6342,0.0113
Model,Ricardicus/recurrent-neural-net,bin,2886928,1,0.6342,0.0113
Model,Ricardicus/recurrent-neural-net,ld,6678944,3,1.4672,0.0339
Model,Ricardicus/recurrent-neural-net,.bfd,3566992,2,0.7836,0.0226
Model,Ricardicus/recurrent-neural-net,bin,1783496,1,0.3918,0.0113
Model,Ricardicus/recurrent-neural-net,lib,1516558,1,0.3332,0.0113
Model,Ricardicus/recurrent-neural-net,bin,1113504,1,0.2446,0.0113
Model,Ricardicus/recurrent-neural-net,C/C++,26585716,2129,5.8402,24.0674
Model,Ricardicus/recurrent-neural-net,/sbin/ldconfig.real,1025712,1,0.2253,0.0113
Model,Ricardicus/recurrent-neural-net,.net,1959949,3,0.4306,0.0339
Model,Ricardicus/recurrent-neural-net,bin,917488,1,0.2015,0.0113
Model,Ricardicus/recurrent-neural-net,bin,917488,1,0.2015,0.0113
Model,Ricardicus/recurrent-neural-net,lib,913720,1,0.2007,0.0113
Model,Ricardicus/recurrent-neural-net,gcc,13426089,33,2.9494,0.373
Model,Ricardicus/recurrent-neural-net,bin,596440,1,0.131,0.0113
Model,Ricardicus/recurrent-neural-net,bin,596440,1,0.131,0.0113
Model,Ricardicus/recurrent-neural-net,lib,585952,1,0.1287,0.0113
Model,Ricardicus/recurrent-neural-net,bin,546360,1,0.12,0.0113
Model,Ricardicus/recurrent-neural-net,bin,414256,1,0.091,0.0113
Model,Ricardicus/recurrent-neural-net,bin,414256,1,0.091,0.0113
Model,Ricardicus/recurrent-neural-net,bin,338744,1,0.0744,0.0113
Model,Ricardicus/recurrent-neural-net,.ext4,443424,2,0.0974,0.0226
Model,Ricardicus/recurrent-neural-net,.ext3,443424,2,0.0974,0.0226
Model,Ricardicus/recurrent-neural-net,.ext2,443424,2,0.0974,0.0226
Model,Ricardicus/recurrent-neural-net,/sbin/e2fsck,314080,1,0.069,0.0113
Model,Ricardicus/recurrent-neural-net,bin,238080,1,0.0523,0.0113
Model,Ricardicus/recurrent-neural-net,bin,235728,1,0.0518,0.0113
Model,Ricardicus/recurrent-neural-net,bin,235728,1,0.0518,0.0113
Model,Ricardicus/recurrent-neural-net,bin,235720,1,0.0518,0.0113
Model,Ricardicus/recurrent-neural-net,bin,235720,1,0.0518,0.0113
Model,Ricardicus/recurrent-neural-net,bin,222792,1,0.0489,0.0113
Model,Ricardicus/recurrent-neural-net,/sbin/debugfs,222688,1,0.0489,0.0113
Model,Ricardicus/recurrent-neural-net,bin,219456,1,0.0482,0.0113
Model,Ricardicus/recurrent-neural-net,lib,199772,1,0.0439,0.0113
Model,Ricardicus/recurrent-neural-net,PEP,190544,1,0.0419,0.0113
Model,Ricardicus/recurrent-neural-net,PEP,190544,1,0.0419,0.0113
Model,Ricardicus/recurrent-neural-net,PEP,190544,1,0.0419,0.0113
Model,Ricardicus/recurrent-neural-net,PEP,190544,1,0.0419,0.0113
Model,Ricardicus/recurrent-neural-net,.patch,182648,1,0.0401,0.0113
Model,Ricardicus/recurrent-neural-net,lib,170409,1,0.0374,0.0113
Model,Ricardicus/recurrent-neural-net,status,257604,2,0.0566,0.0226
Model,Ricardicus/recurrent-neural-net,lib,170152,1,0.0374,0.0113
Model,huggingface/transformers,.a,3619036210,316,10.8172,0.1644
Model,huggingface/transformers,Java,423433999,8,1.2656,0.0042
Model,huggingface/transformers,cc1,292759296,18,0.8751,0.0094
Model,huggingface/transformers,nvdisasm,46068560,2,0.1377,0.001
Model,huggingface/transformers,lto1,135008160,6,0.4035,0.0031
Model,huggingface/transformers,server,45367320,3,0.1356,0.0016
Model,huggingface/transformers,PEP,1182577680,38105,3.5347,19.8214
Model,huggingface/transformers,cuda-gdb,17780496,2,0.0531,0.001
Model,huggingface/transformers,nvlink,16184016,2,0.0484,0.001
Model,huggingface/transformers,ptxas,15911616,2,0.0476,0.001
Model,huggingface/transformers,nvprof,10189376,2,0.0305,0.001
Model,huggingface/transformers,.mgc,89313408,18,0.267,0.0094
Model,huggingface/transformers,cudafe++,9667808,2,0.0289,0.001
Model,huggingface/transformers,x86_64-linux-gnu-gold,18671712,6,0.0558,0.0031
Model,huggingface/transformers,gold,18671712,6,0.0558,0.0031
Model,huggingface/transformers,x86_64-linux-gnu-dwp,17321568,6,0.0518,0.0031
Model,huggingface/transformers,dwp,17321568,6,0.0518,0.0031
Model,huggingface/transformers,.patch,29317392,18,0.0876,0.0094
Model,huggingface/transformers,Video,13751308,14,0.0411,0.0073
Model,huggingface/transformers,ld,40073664,18,0.1198,0.0094
Model,huggingface/transformers,.bfd,21401952,12,0.064,0.0062
Model,huggingface/transformers,x86_64-linux-gnu-ld,10700976,6,0.032,0.0031
Model,huggingface/transformers,LC_COLLATE,9099348,6,0.0272,0.0031
Model,huggingface/transformers,.rtl.1.2,5701216,6,0.017,0.0031
Model,huggingface/transformers,rbash,6681024,6,0.02,0.0031
Model,huggingface/transformers,.real,6154272,6,0.0184,0.0031
Model,huggingface/transformers,certif/ keys,34707093,1855,0.1037,0.9649
Model,huggingface/transformers,x86_64-linux-gnu-as,5504928,6,0.0165,0.0031
Model,huggingface/transformers,as,5504928,6,0.0165,0.0031
